,序号,客队半场得分,客队球衣颜色,赢球平均欧指数,客队名称,本场比赛序号,主队盘路名称,客队盘路名称,盘路,status,平球平均欧指,主队ID,比赛时间,澳门盘口,输球平均欧指,主队本轮排名,主队名称,客队得分,主队得分,主队半场得分,轮次,客队本轮排名
3155,1,lblue,2.35,乌迪内斯,1276,300621,热那亚,乌迪内斯,输,5,3.10,1179,2011-01-16 22:00,平手/半球,2.98,12,热那亚,4,2,1,20,8
3156,0,lred,2.61,帕尔马,1149,300623,布雷西,帕尔马,赢,5,3.00,727,2011-01-16 22:00,平手,2.72,19,布雷西亚,0,2,1,20,14
3157,0,lred,6.78,AC米兰,210,300622,莱  切,AC米兰,赢,5,3.88,972,2011-01-17 03:45,受一球,1.47,19,莱切,1,1,0,20,1
3158,0,lblue,1.41,布雷西亚,727,300624,巴勒莫,布雷西,输半,5,4.07,645,2011-01-23 01:00,一球/球半,7.94,7,巴勒莫,0,1,0,21,19
3159,0,lred,1.95,卡塔尼亚,923,300626,帕尔马,卡塔尼,赢,5,3.06,1149,2011-01-23 01:00,半球,4.12,14,帕尔马,0,2,0,21,15
3160,0,lred,1.52,卡利亚里,917,300625,罗 马,卡利亚,赢,5,3.65,1032,2011-01-23 03:45,一球,6.50,5,罗马,0,3,1,21,9
3161,1,lred,3.13,国际米兰,846,300629,乌迪内斯,国际米兰,赢,5,3.18,1276,2011-01-23 19:30,受平手/半球,2.23,8,乌迪内斯,1,3,2,21,4
3162,0,lblue,2.47,热那亚,1179,300628,切 沃,热那亚,输半,5,2.95,1174,2011-01-23 22:00,平手/半球,2.95,12,切沃,0,0,0,21,13
3163,0,lgreen,2.71,尤文图斯,1330,300630,桑普多,尤文图斯,走盘,5,3.00,468,2011-01-23 22:00,平手,2.62,10,桑普多利亚,0,0,0,21,6
3164,1,lred,2.87,拉齐奥,964,300631,博洛尼亚,拉齐奥,赢,5,3.01,707,2011-01-23 22:00,平手,2.48,16,博洛尼亚,1,3,2,21,3
3165,1,lblue,1.47,莱切,972,300632,佛罗伦萨,莱  切,输,5,3.85,803,2011-01-23 22:00,一球,7.00,11,佛罗伦萨,1,1,0,21,18
3166,1,lblue,3.81,那不勒斯,1125,300633,巴  里,那不勒斯,输,5,3.09,648,2011-01-23 22:00,受半球,2.00,20,巴里,2,0,0,21,2
3167,0,lred,1.20,切塞纳,461,300627,AC米兰,切塞纳,赢半,5,5.80,210,2011-01-24 03:45,球半/两球,13.57,1,AC米兰,0,2,1,21,18
3168,0,lred,2.05,佛罗伦萨,803,300637,拉齐奥,佛罗伦萨,赢,5,3.07,964,2011-01-30 01:00,平手/半球,3.67,4,拉齐奥,0,2,0,22,11
3169,0,lblue,4.50,AC米兰,210,300638,卡塔尼,AC米兰,输,5,3.29,923,2011-01-30 03:45,受半球,1.79,16,卡塔尼亚,2,0,0,22,1
3170,1,lblue,2.45,切沃,1174,300636,布雷西,切 沃,输,5,2.95,727,2011-01-30 19:30,平手,2.97,19,布雷西亚,3,0,0,22,14
3171,1,lred,1.69,巴里,648,300634,卡利亚,巴  里,赢半,5,3.37,917,2011-01-30 22:00,半球/一球,5.08,10,卡利亚里,1,2,2,22,20
3172,0,lblue,2.07,切塞纳,461,300635,莱  切,切塞纳,输,5,3.11,972,2011-01-30 22:00,半球,3.58,17,莱切,1,1,1,22,18
3173,2,lred,1.64,巴勒莫,645,300639,国际米兰,巴勒莫,赢半,5,3.54,846,2011-01-30 22:00,半球/一球,5.21,5,国际米兰,2,3,0,22,7
3174,1,lred,1.92,帕尔马,1149,300640,热那亚,帕尔马,赢,5,3.17,1179,2011-01-30 22:00,半球,4.02,15,热那亚,1,3,3,22,12
3175,0,lred,1.54,桑普多利亚,468,300642,那不勒斯,桑普多,赢,5,3.60,1125,2011-01-30 22:00,一球,6.28,2,那不勒斯,0,4,2,22,9
3176,0,lblue,2.17,乌迪内斯,1276,300643,尤文图斯,乌迪内斯,输,5,3.17,1330,2011-01-31 03:45,平手/半球,3.26,6,尤文图斯,2,1,0,22,8
3177,1,lblue,3.57,罗马,1032,300641,博洛尼亚,罗 马,输,5,3.08,707,2011-02-24 01:30,受半球,2.14,12,博洛尼亚,1,0,0,22,8
3178,0,lblue,1.54,拉齐奥,964,300651,AC米兰,拉齐奥,输,5,3.63,210,2011-02-02 03:45,一球,6.21,1,AC米兰,0,0,0,23,3
3179,0,lblue,1.49,博洛尼亚,707,300644,乌迪内斯,博洛尼亚,输,5,3.81,1276,2011-02-03 03:45,一球,6.71,6,乌迪内斯,1,1,0,23,14
3180,0,lblue,1.23,布雷西亚,727,300645,罗 马,布雷西,输,5,5.36,1032,2011-02-03 03:45,球半,11.88,5,罗马,1,1,0,23,19
3181,1,lblue,2.24,卡利亚里,917,300646,桑普多,卡利亚,输,5,2.98,468,2011-02-03 03:45,平手/半球,3.32,11,桑普多利亚,1,0,0,23,9
3182,1,lblue,2.39,卡塔尼亚,923,300647,切塞纳,卡塔尼,输半,5,2.97,461,2011-02-03 03:45,平手/半球,3.06,18,切塞纳,1,1,1,23,16
3183,0,lred,2.04,热那亚,1179,300648,佛罗伦萨,热那亚,赢,5,3.06,803,2011-02-03 03:45,半球,3.75,13,佛罗伦萨,0,1,1,23,12
3184,1,lred,2.14,尤文图斯,1330,300650,巴勒莫,尤文图斯,赢,5,3.18,645,2011-02-03 03:45,平手/半球,3.32,8,巴勒莫,1,2,2,23,7
3185,0,lblue,1.62,莱切,972,300652,帕尔马,莱  切,输,5,3.45,1149,2011-02-03 03:45,半球/一球,5.69,15,帕尔马,1,0,0,23,17
3186,0,lred,3.12,那不勒斯,1125,300653,切 沃,那不勒斯,赢,5,3.00,1174,2011-02-03 03:45,受平手/半球,2.33,10,切沃,0,2,1,23,2
3187,0,lblue,7.12,国际米兰,846,300649,巴  里,国际米兰,输,5,3.95,648,2011-02-04 03:45,受一球,1.45,20,巴里,3,0,0,23,5
3188,0,lred,1.61,桑普多利亚,468,300663,乌迪内斯,桑普多,赢,5,3.52,1276,2011-02-06 01:00,半球/一球,5.56,7,乌迪内斯,0,2,2,24,12
3189,1,lblue,2.86,尤文图斯,1330,300659,卡利亚,尤文图斯,输,5,3.08,917,2011-02-06 03:45,平手,2.44,9,卡利亚里,3,1,0,24,8
3190,0,lred,2.07,卡塔尼亚,923,300655,博洛尼亚,卡塔尼,赢,5,3.08,707,2011-02-06 19:30,半球,3.63,14,博洛尼亚,0,1,1,24,17
3191,0,lred,2.04,巴里,648,300654,布雷西,巴  里,赢,5,3.11,727,2011-02-06 22:00,平手/半球,3.68,19,布雷西亚,0,2,1,24,20
3192,0,lred,1.27,切塞纳,461,300656,那不勒斯,切塞纳,赢,5,4.91,1125,2011-02-06 22:00,球半,11.05,2,那不勒斯,0,2,1,24,18
3193,0,lblue,1.76,切沃,1174,300657,拉齐奥,切 沃,输,5,3.32,964,2011-02-06 22:00,半球,4.64,4,拉齐奥,1,1,1,24,10
3194,0,lblue,2.37,佛罗伦萨,803,300658,帕尔马,佛罗伦萨,输半,5,3.00,1149,2011-02-06 22:00,平手/半球,3.05,15,帕尔马,1,1,1,24,11
3195,1,lred,3.74,AC米兰,210,300660,热那亚,AC米兰,赢,5,3.18,1179,2011-02-06 22:00,受半球,1.99,13,热那亚,1,1,1,24,1
3196,1,lblue,3.08,巴勒莫,645,300661,莱  切,巴勒莫,输,5,3.14,972,2011-02-06 22:00,受平手/半球,2.27,16,莱切,4,2,1,24,6
3197,1,lred,1.93,罗马,1032,300662,国际米兰,罗 马,赢,5,3.28,846,2011-02-07 03:45,半球/一球,3.85,4,国际米兰,3,5,2,24,7
3198,0,lred,1.35,帕尔马,1149,300672,AC米兰,帕尔马,赢,5,4.36,210,2011-02-13 01:00,一球/球半,8.48,1,AC米兰,0,4,2,25,15
3199,0,lblue,2.19,那不勒斯,1125,300671,罗 马,那不勒斯,输,5,3.09,1032,2011-02-13 03:45,平手/半球,3.27,7,罗马,2,0,0,25,2
3200,1,lblue,1.79,佛罗伦萨,803,300666,巴勒莫,佛罗伦萨,输,5,3.28,645,2011-02-13 19:30,半球,4.51,5,巴勒莫,4,2,1,25,11
3201,0,lred,2.01,博洛尼亚,707,300664,桑普多,博洛尼亚,赢,5,3.03,468,2011-02-13 22:00,半球,3.90,14,桑普多利亚,1,3,3,25,12
3202,0,lred,2.13,切沃,1174,300665,卡利亚,切 沃,赢,5,2.90,917,2011-02-13 22:00,半球,3.71,9,卡利亚里,1,4,3,25,10
3203,0,lgreen,2.94,热那亚,1179,300667,巴  里,热那亚,走盘,5,3.03,648,2011-02-13 22:00,平手,2.41,20,巴里,0,0,0,25,13
3204,1,lblue,3.01,拉齐奥,964,300669,布雷西,拉齐奥,输,5,2.98,727,2011-02-13 22:00,受平手/半球,2.40,18,布雷西亚,2,0,0,25,4
3205,0,lred,1.76,莱切,972,300670,卡塔尼,莱  切,赢半,5,3.29,923,2011-02-13 22:00,半球/一球,4.71,17,卡塔尼亚,2,3,1,25,16
3206,1,lblue,3.77,乌迪内斯,1276,300673,切塞纳,乌迪内斯,输,5,3.18,461,2011-02-13 22:00,受半球,2.00,19,切塞纳,3,0,0,25,6
3207,0,lred,2.82,国际米兰,846,300668,尤文图斯,国际米兰,赢,5,3.08,1330,2011-02-14 03:45,受平手/半球,2.49,8,尤文图斯,0,1,1,25,4
3208,0,lred,2.55,巴勒莫,645,300681,博洛尼亚,巴勒莫,赢,5,3.05,707,2011-02-20 01:00,平手/半球,2.74,14,博洛尼亚,0,1,0,26,7
3209,0,lgreen,1.39,卡利亚里,917,300676,国际米兰,卡利亚,走盘,5,4.22,846,2011-02-20 03:45,一球,7.79,3,国际米兰,0,1,1,26,9
3210,0,lred,5.52,尤文图斯,1330,300679,莱  切,尤文图斯,赢,5,3.58,972,2011-02-20 19:30,受半球/一球,1.61,17,莱切,0,2,1,26,6
3211,0,lgreen,1.40,巴里,648,300674,拉齐奥,巴  里,走盘,5,4.16,964,2011-02-20 22:00,一球,7.87,4,拉齐奥,0,1,1,26,20
3212,0,lblue,1.39,布雷西亚,727,300675,乌迪内斯,布雷西,输,5,4.23,1276,2011-02-20 22:00,一球/球半,7.85,5,乌迪内斯,0,0,0,26,18
3213,1,lblue,1.66,切塞纳,461,300678,帕尔马,切塞纳,输,5,3.38,1149,2011-02-20 22:00,半球/一球,5.34,15,帕尔马,2,2,0,26,19
3214,1,lblue,4.49,AC米兰,210,300680,切 沃,AC米兰,输,5,3.31,1174,2011-02-20 22:00,受半球,1.79,12,切沃,2,1,0,26,1
3215,2,lred,2.43,罗马,1032,300682,热那亚,罗 马,赢,5,3.08,1179,2011-02-20 22:00,平手/半球,2.87,11,热那亚,3,4,0,26,8
3216,0,lblue,1.68,桑普多利亚,468,300683,佛罗伦萨,桑普多,输,5,3.32,803,2011-02-20 22:00,半球/一球,5.40,10,佛罗伦萨,0,0,0,26,13
3217,0,lgreen,1.40,卡塔尼亚,923,300677,那不勒斯,卡塔尼,走盘,5,4.11,1125,2011-02-21 03:45,一球,7.83,3,那不勒斯,0,1,1,26,17
3218,0,lblue,1.44,博洛尼亚,707,300684,尤文图斯,博洛尼亚,输,5,3.92,1330,2011-02-27 03:45,一球,7.28,7,尤文图斯,2,0,0,27,12
3219,1,lred,2.45,热那亚,1179,300687,卡塔尼,热那亚,赢,5,2.96,923,2011-02-27 19:30,平手/半球,2.94,17,卡塔尼亚,1,2,0,27,10
3220,0,lred,2.54,切沃,1174,300685,切塞纳,切 沃,赢,5,2.95,461,2011-02-27 22:00,平手,2.84,19,切塞纳,0,1,0,27,13
3221,1,lred,3.51,佛罗伦萨,803,300686,巴  里,佛罗伦萨,赢,5,3.12,648,2011-02-27 22:00,受半球,2.08,20,巴里,1,1,0,27,11
3222,0,lred,2.37,拉齐奥,964,300689,卡利亚,拉齐奥,赢,5,2.97,917,2011-02-27 22:00,平手/半球,3.05,9,卡利亚里,0,1,1,27,4
3223,1,lblue,2.00,莱切,972,300690,布雷西,莱  切,输,5,3.09,727,2011-02-27 22:00,半球,3.81,18,布雷西亚,2,2,2,27,16
3224,0,lblue,1.52,帕尔马,1149,300692,罗 马,帕尔马,输,5,3.69,1032,2011-02-27 22:00,一球,6.22,6,罗马,2,2,2,27,15
3225,5,lblue,2.32,乌迪内斯,1276,300693,巴勒莫,乌迪内斯,输,5,3.12,645,2011-02-27 22:00,平手/半球,2.98,8,巴勒莫,7,0,0,27,5
3226,0,lblue,3.83,国际米兰,846,300688,桑普多,国际米兰,输,5,3.15,468,2011-02-28 03:45,受半球,1.97,14,桑普多利亚,2,0,0,27,3
3227,0,lred,1.78,那不勒斯,1125,300691,AC米兰,那不勒斯,赢,5,3.31,210,2011-03-01 03:45,半球,4.54,1,AC米兰,0,3,0,27,3
3228,1,lblue,3.77,罗马,1032,300703,莱  切,罗 马,输,5,3.24,972,2011-03-05 03:45,受半球,1.95,17,莱切,2,1,0,28,6
3229,0,lblue,2.92,AC米兰,210,300700,尤文图斯,AC米兰,输,5,3.10,1330,2011-03-06 03:45,受平手/半球,2.40,7,尤文图斯,1,0,0,28,1
3230,1,lblue,1.70,切塞纳,461,300698,桑普多,切塞纳,输,5,3.32,468,2011-03-06 19:30,半球/一球,5.13,14,桑普多利亚,3,2,0,28,18
3231,0,lblue,1.27,巴里,648,300694,乌迪内斯,巴  里,输,5,5.06,1276,2011-03-06 22:00,球半,10.04,5,乌迪内斯,0,1,0,28,20
3232,0,lblue,1.36,布雷西亚,727,300695,那不勒斯,布雷西,输,5,4.23,1125,2011-03-06 22:00,一球/球半,8.55,3,那不勒斯,0,0,0,28,19
3233,0,lblue,2.31,卡利亚里,917,300696,博洛尼亚,卡利亚,输半,5,2.88,707,2011-03-06 22:00,平手/半球,3.27,11,博洛尼亚,2,2,1,28,9
3234,0,lred,1.69,卡塔尼亚,923,300697,佛罗伦萨,卡塔尼,赢,5,3.32,803,2011-03-06 22:00,半球,5.14,12,佛罗伦萨,0,3,2,28,15
3235,1,lred,1.40,热那亚,1179,300699,国际米兰,热那亚,赢,5,4.12,846,2011-03-06 22:00,一球,7.85,2,国际米兰,2,5,0,28,10
3236,0,lblue,2.30,帕尔马,1149,300702,切 沃,帕尔马,输半,5,2.83,1174,2011-03-06 22:00,平手/半球,3.33,13,切沃,0,0,0,28,16
3237,0,lred,1.82,巴勒莫,645,300701,拉齐奥,巴勒莫,赢,5,3.30,964,2011-03-07 03:45,半球,4.29,5,拉齐奥,0,2,2,28,8
3238,1,lred,5.58,国际米兰,846,300707,布雷西,国际米兰,赢,5,3.50,727,2011-03-12 03:45,受半球/一球,1.62,19,布雷西亚,1,1,0,29,2
3239,2,lred,3.49,尤文图斯,1330,300708,切塞纳,尤文图斯,赢半,5,3.06,461,2011-03-13 03:45,受平手/半球,2.13,17,切塞纳,2,2,1,29,7
3240,1,lblue,1.17,巴里,648,300704,AC米兰,巴  里,输,5,6.28,210,2011-03-13 19:30,球半/两球,15.66,1,AC米兰,1,1,0,29,20
3241,1,lblue,2.23,博洛尼亚,707,300705,莱  切,博洛尼亚,输,5,3.02,972,2011-03-13 22:00,平手/半球,3.30,18,莱切,1,0,0,29,11
3242,0,lblue,2.57,佛罗伦萨,803,300706,切 沃,佛罗伦萨,输,5,2.89,1174,2011-03-13 22:00,平手,2.86,13,切沃,1,0,0,29,10
3243,0,lred,2.36,拉齐奥,964,300709,罗 马,拉齐奥,赢,5,3.03,1032,2011-03-13 22:00,平手/半球,3.05,6,罗马,0,2,0,29,4
3244,0,lred,1.89,巴勒莫,645,300711,热那亚,巴勒莫,赢,5,3.25,1179,2011-03-13 22:00,半球,4.06,12,热那亚,0,1,0,29,8
3245,0,lred,1.88,桑普多利亚,468,300712,卡塔尼,桑普多,赢,5,3.13,923,2011-03-13 22:00,半球,4.28,16,卡塔尼亚,0,1,0,29,14
3246,2,lblue,2.78,乌迪内斯,1276,300713,卡利亚,乌迪内斯,输,5,3.06,917,2011-03-13 22:00,受平手/半球,2.52,9,卡利亚里,4,0,0,29,5
3247,0,lblue,2.90,那不勒斯,1125,300710,帕尔马,那不勒斯,输,5,3.03,1149,2011-03-14 03:45,受平手/半球,2.45,16,帕尔马,3,1,1,29,4
3248,0,lred,1.68,切塞纳,461,300717,拉齐奥,切塞纳,赢半,5,3.37,964,2011-03-20 01:00,半球/一球,5.23,5,拉齐奥,0,1,1,30,17
3249,0,lred,3.76,AC米兰,210,300721,巴勒莫,AC米兰,赢,5,3.21,645,2011-03-20 03:45,受半球,1.99,9,巴勒莫,0,1,1,30,1
3250,1,lblue,2.40,罗马,1032,300723,佛罗伦萨,罗 马,输半,5,3.08,803,2011-03-20 19:30,平手/半球,2.95,8,佛罗伦萨,2,2,2,30,6
3251,1,lgreen,1.43,布雷西亚,727,300714,尤文图斯,布雷西,走盘,5,3.97,1330,2011-03-20 22:00,一球,7.46,7,尤文图斯,1,2,1,30,19
3252,0,lred,1.41,卡塔尼亚,923,300716,乌迪内斯,卡塔尼,赢,5,4.08,1276,2011-03-20 22:00,一球/球半,7.73,4,乌迪内斯,0,2,1,30,14
3253,1,lblue,2.56,切沃,1174,300718,巴  里,切 沃,输,5,2.97,648,2011-03-20 22:00,平手/半球,2.82,20,巴里,2,1,1,30,13
3254,1,lgreen,2.64,热那亚,1179,300719,博洛尼亚,热那亚,走盘,5,2.76,707,2011-03-20 22:00,平手,2.91,11,博洛尼亚,1,1,1,30,12
3255,0,lblue,1.21,莱切,972,300720,国际米兰,莱  切,输,5,5.71,846,2011-03-20 22:00,球半/两球,12.60,2,国际米兰,0,1,0,30,18
3256,0,lblue,2.32,帕尔马,1149,300722,桑普多,帕尔马,输,5,2.92,468,2011-03-20 22:00,平手/半球,3.23,15,桑普多利亚,1,0,0,30,16
3257,0,lblue,1.51,卡利亚里,917,300715,那不勒斯,卡利亚,输半,5,3.70,1125,2011-03-21 03:45,一球/球半,6.69,4,那不勒斯,1,2,0,30,11
3258,1,lred,1.56,博洛尼亚,707,300725,布雷西,博洛尼亚,赢,5,3.73,727,2011-04-02 23:59,半球/一球,5.55,19,布雷西亚,1,3,2,31,10
3259,0,lred,2.70,国际米兰,846,300728,AC米兰,国际米兰,赢,5,3.01,210,2011-04-03 02:45,平手,2.63,1,AC米兰,0,3,1,31,2
3260,1,lred,1.76,拉齐奥,964,300730,那不勒斯,拉齐奥,赢半,5,3.28,1125,2011-04-03 18:30,半球/一球,4.78,3,那不勒斯,3,4,0,31,5
3261,0,lblue,1.46,巴里,648,300724,帕尔马,巴  里,输,5,3.75,1149,2011-04-03 21:00,一球,7.64,14,帕尔马,2,1,0,31,20
3262,1,lblue,2.09,卡利亚里,917,300726,热那亚,卡利亚,输,5,2.42,1179,2011-04-03 21:00,平手/半球,4.88,12,热那亚,1,0,0,31,11
3263,1,lred,3.03,佛罗伦萨,803,300727,切塞纳,佛罗伦萨,赢半,5,2.98,461,2011-04-03 21:00,受平手/半球,2.39,18,切塞纳,2,2,1,31,9
3264,0,lred,2.28,巴勒莫,645,300731,卡塔尼,巴勒莫,赢,5,2.92,923,2011-04-03 21:00,平手/半球,3.33,15,卡塔尼亚,0,4,0,31,8
3265,0,lblue,2.74,桑普多利亚,468,300732,切 沃,桑普多,输半,5,2.06,1174,2011-04-03 21:00,平手/半球,5.34,13,切沃,0,0,0,31,16
3266,0,lred,4.50,乌迪内斯,1276,300733,莱  切,乌迪内斯,赢,5,3.37,972,2011-04-03 21:00,受半球,1.77,19,莱切,0,2,0,31,4
3267,0,lblue,1.87,尤文图斯,1330,300729,罗 马,尤文图斯,输,5,3.30,1032,2011-04-04 02:45,半球,4.10,6,罗马,2,0,0,31,7
3268,0,lred,1.38,切沃,1174,300741,国际米兰,切 沃,赢,5,4.29,846,2011-04-09 23:59,一球/球半,8.06,3,国际米兰,0,2,0,32,13
3269,0,lblue,2.16,罗马,1032,300737,乌迪内斯,罗 马,输,5,3.20,1276,2011-04-10 02:45,平手/半球,3.22,4,乌迪内斯,2,1,0,32,6
3270,1,lred,1.57,热那亚,1179,300742,尤文图斯,热那亚,赢半,5,3.55,1330,2011-04-10 18:30,半球/一球,5.95,7,尤文图斯,2,3,0,32,12
3271,2,lblue,4.86,那不勒斯,1125,300735,博洛尼亚,那不勒斯,输,5,3.40,707,2011-04-10 21:00,受半球,1.70,11,博洛尼亚,2,0,0,32,3
3272,0,lred,1.75,帕尔马,1149,300736,拉齐奥,帕尔马,赢,5,3.26,964,2011-04-10 21:00,半球/一球,4.84,5,拉齐奥,0,2,1,32,16
3273,0,lgreen,2.95,布雷西亚,727,300738,卡利亚,布雷西,走盘,5,2.24,917,2011-04-10 21:00,平手,3.12,10,卡利亚里,1,1,1,32,19
3274,1,lred,3.14,卡塔尼亚,923,300739,巴  里,卡塔尼,赢半,5,2.88,648,2011-04-10 21:00,受平手/半球,2.37,20,巴里,1,1,1,32,14
3275,0,lblue,1.98,切塞纳,461,300740,巴勒莫,切塞纳,输,5,2.45,645,2011-04-10 21:00,半球/一球,5.17,8,巴勒莫,2,2,2,32,18
3276,1,lblue,2.05,莱切,972,300743,桑普多,莱  切,输,5,2.35,468,2011-04-10 21:00,半球,5.13,15,桑普多利亚,2,1,0,32,17
3277,2,lblue,4.09,AC米兰,210,300734,佛罗伦萨,AC米兰,输,5,3.29,803,2011-04-11 02:45,受半球,1.86,10,佛罗伦萨,2,1,0,32,1
3278,1,lblue,1.43,巴勒莫,645,300751,罗 马,巴勒莫,输,5,4.16,1032,2011-04-16 23:59,一球,6.84,6,罗马,3,2,1,33,8
3279,0,lred,4.17,国际米兰,846,300748,帕尔马,国际米兰,赢,5,3.33,1149,2011-04-17 02:45,受平手/半球,1.84,17,帕尔马,0,2,1,33,3
3280,0,lred,1.26,桑普多利亚,468,300752,AC米兰,桑普多,赢,5,5.08,210,2011-04-17 02:45,球半,10.69,1,AC米兰,0,3,1,33,16
3281,0,lred,1.47,巴里,648,300744,切塞纳,巴  里,赢半,5,3.87,461,2011-04-17 21:00,半球/一球,6.37,18,切塞纳,0,1,0,33,20
3282,0,lred,1.55,博洛尼亚,707,300745,切 沃,博洛尼亚,赢,5,2.75,1174,2011-04-17 21:00,半球,9.55,13,切沃,0,2,1,33,11
3283,0,lred,2.19,布雷西亚,727,300746,热那亚,布雷西,赢,5,2.31,1179,2011-04-17 21:00,平手/半球,4.54,12,热那亚,0,3,0,33,19
3284,1,lblue,1.52,卡利亚里,917,300747,莱  切,卡利亚,输,5,3.68,972,2011-04-17 21:00,半球,6.07,15,莱切,3,3,0,33,9
3285,0,lgreen,2.53,尤文图斯,1330,300749,佛罗伦萨,尤文图斯,走盘,5,3.14,803,2011-04-17 21:00,平手,2.68,10,佛罗伦萨,0,0,0,33,7
3286,1,lblue,2.95,拉齐奥,964,300750,卡塔尼,拉齐奥,输,5,2.22,923,2011-04-17 21:00,平手,3.10,14,卡塔尼亚,4,1,0,33,4
3287,0,lblue,1.65,乌迪内斯,1276,300753,那不勒斯,乌迪内斯,输,5,3.52,1125,2011-04-18 02:45,半球/一球,5.14,2,那不勒斯,2,1,0,33,5
3288,0,lgreen,1.38,切沃,1174,300756,罗 马,切 沃,走盘,5,4.28,1032,2011-04-23 18:30,一球,7.80,6,罗马,0,1,1,34,13
3289,0,lblue,3.07,切塞纳,461,300755,博洛尼亚,切塞纳,输,5,1.77,707,2011-04-23 21:00,平手/半球,4.38,12,博洛尼亚,2,0,0,34,17
3290,1,lblue,2.41,佛罗伦萨,803,300757,卡利亚,佛罗伦萨,输,5,2.64,917,2011-04-23 21:00,平手,3.27,9,卡利亚里,2,1,0,34,10
3291,1,lred,1.86,拉齐奥,964,300758,国际米兰,拉齐奥,赢,5,3.24,846,2011-04-23 21:00,半球,4.18,3,国际米兰,1,2,1,34,4
3292,2,lred,2.20,莱切,972,300759,热那亚,莱  切,赢,5,2.38,1179,2011-04-23 21:00,平手,4.20,11,热那亚,2,4,2,34,16
3293,1,lred,3.08,那不勒斯,1125,300761,巴勒莫,那不勒斯,赢,5,3.01,645,2011-04-23 21:00,受平手/半球,2.32,8,巴勒莫,1,2,2,34,2
3294,1,lblue,1.66,帕尔马,1149,300762,乌迪内斯,帕尔马,输,5,3.46,1276,2011-04-23 21:00,半球/一球,5.07,5,乌迪内斯,2,0,0,34,15
3295,0,lblue,4.51,桑普多利亚,468,300763,巴  里,桑普多,输,5,4.53,648,2011-04-23 21:00,受平手/半球,1.49,20,巴里,1,0,0,34,18
3296,0,lblue,5.13,AC米兰,210,300760,布雷西,AC米兰,输半,5,3.26,727,2011-04-24 01:00,受半球/一球,1.72,19,布雷西亚,1,0,0,34,1
3297,0,lblue,1.52,卡塔尼亚,923,300754,尤文图斯,卡塔尼,输,5,3.76,1330,2011-04-24 03:00,半球/一球,6.35,7,尤文图斯,2,2,2,34,16
3298,0,lgreen,2.52,佛罗伦萨,803,333115,锡耶纳,佛罗伦萨,走盘,5,3.02,1294,2011-12-21 01:00,平手,2.84,17,锡耶纳,0,0,0,1,15
3299,1,lblue,6.33,AC米兰,210,333109,卡利亚,AC米兰,输,5,3.63,917,2011-12-21 03:45,受半球/一球,1.55,12,卡利亚里,2,0,0,1,2
3300,0,lred,2.91,尤文图斯,1330,333116,乌迪内斯,尤文图斯,赢半,5,3.12,1276,2011-12-22 01:00,受平手/半球,2.41,3,乌迪内斯,0,0,0,1,2
3301,1,lred,1.88,切塞纳,461,333107,亚特兰大,切塞纳,赢,5,3.19,1308,2011-12-22 03:45,半球,4.29,15,亚特兰大,1,4,3,1,18
3302,2,lblue,3.38,罗马,1032,333108,博洛尼亚,罗 马,输,5,3.14,707,2011-12-22 03:45,受半球,2.14,17,博洛尼亚,2,0,0,1,7
3303,1,lred,1.28,莱切,972,333110,国际米兰,莱  切,赢,5,4.98,846,2011-12-22 03:45,球半,10.67,5,国际米兰,1,4,1,1,20
3304,0,lblue,1.54,切沃,1174,333111,拉齐奥,切 沃,输,5,3.62,964,2011-12-22 03:45,一球,6.40,4,拉齐奥,0,0,0,1,11
3305,1,lred,1.54,热那亚,1179,333112,那不勒斯,热那亚,赢,5,3.64,1125,2011-12-22 03:45,一球,6.42,6,那不勒斯,1,6,4,1,8
3306,1,lblue,2.33,巴勒莫,645,333113,诺瓦拉,巴勒莫,输半,5,3.09,1992,2011-12-22 03:45,平手/半球,3.07,19,诺瓦拉,2,2,0,1,10
3307,1,lblue,2.04,卡塔尼亚,923,333114,帕尔马,卡塔尼,输,5,3.12,1149,2011-12-22 03:45,半球,3.72,13,帕尔马,3,3,3,1,9
3308,2,lblue,1.59,拉齐奥,964,333117,AC米兰,拉齐奥,输,5,3.54,210,2011-09-10 02:45,半球/一球,5.86,1,AC米兰,2,2,2,2,11
3309,1,lblue,3.48,那不勒斯,1125,333119,切塞纳,那不勒斯,输,5,3.12,461,2011-09-11 02:45,受平手/半球,2.10,12,切塞纳,3,1,1,2,3
3310,0,lred,1.49,帕尔马,1149,333123,尤文图斯,帕尔马,赢,5,3.83,1330,2011-09-11 18:30,半球/一球,6.70,9,尤文图斯,1,4,1,2,4
3311,0,lblue,2.04,锡耶纳,1294,333118,卡塔尼,锡耶纳,输,5,3.09,923,2011-09-11 21:00,半球,3.69,18,卡塔尼亚,0,0,0,2,8
3312,1,lblue,1.82,诺瓦拉,1992,333120,切 沃,诺瓦拉,输,5,3.23,1174,2011-09-11 21:00,半球,4.44,5,切沃,2,2,2,2,19
3313,0,lred,1.62,博洛尼亚,707,333121,佛罗伦萨,博洛尼亚,赢,5,3.41,803,2011-09-11 21:00,半球/一球,5.83,15,佛罗伦萨,0,2,1,2,14
3314,2,lblue,1.74,亚特兰大,1308,333122,热那亚,亚特兰大,输,5,3.34,1179,2011-09-11 21:00,半球,4.75,6,热那亚,2,2,1,2,20
